ID,가격
TEST_06897,48.1
TEST_06898,64.87
TEST_06899,36.27
TEST_06900,13.65
TEST_06901,110.37
TEST_06902,11.57
TEST_06903,32.89
TEST_06904,79.69
TEST_06905,38.87
TEST_06906,23.27
TEST_06907,44.85
TEST_06908,13.65
TEST_06909,16.77
TEST_06910,46.28
TEST_06911,60.97
TEST_06912,46.67
TEST_06913,44.07
TEST_06914,19.37
TEST_06915,77.61
TEST_06916,21.45
TEST_06917,53.3
TEST_06918,101.39
TEST_06919,84.5
TEST_06920,19.24
TEST_06921,26.0
TEST_06922,69.55
TEST_06923,24.57
TEST_06924,63.44
TEST_06925,55.9
TEST_06926,53.95
TEST_06927,72.67
TEST_06928,27.3
TEST_06929,33.67
TEST_06930,110.37
TEST_06931,33.02
TEST_06932,84.37
TEST_06933,35.75
TEST_06934,19.5
TEST_06935,7.41
TEST_06936,24.57
TEST_06937,129.87
TEST_06938,120.77
TEST_06939,14.17
TEST_06940,36.92
TEST_06941,99.94
TEST_06942,6.76
TEST_06943,86.45
TEST_06944,10.79
TEST_06945,98.67
TEST_06946,62.27
TEST_06947,33.15
TEST_06948,44.07
TEST_06949,60.97
TEST_06950,152.75
TEST_06951,63.69
TEST_06952,103.14
TEST_06953,93.6
TEST_06954,67.21
TEST_06955,79.04
TEST_06956,110.37
TEST_06957,12.87
TEST_06958,29.77
TEST_06959,34.58
TEST_06960,83.07
TEST_06961,27.3
TEST_06962,45.37
TEST_06963,29.77
TEST_06964,36.27
TEST_06965,77.87
TEST_06966,25.87
TEST_06967,57.4
TEST_06968,29.9
TEST_06969,5.85
TEST_06970,97.37
TEST_06971,33.67
TEST_06972,105.17
TEST_06973,25.85
TEST_06974,11.05
TEST_06975,74.1
TEST_06976,79.17
TEST_06977,77.87
TEST_06978,23.4
TEST_06979,36.27
TEST_06980,20.67
TEST_06981,16.77
TEST_06982,58.37
TEST_06983,37.05
TEST_06984,20.67
TEST_06985,7.67
TEST_06986,41.47
TEST_06987,8.06
TEST_06988,32.5
TEST_06989,7.15
TEST_06990,35.75
TEST_06991,115.7
TEST_06992,25.35
TEST_06993,35.1
TEST_06994,18.2
TEST_06995,72.67
TEST_06996,14.04
TEST_06997,34.97
TEST_06998,25.74
TEST_06999,40.17
TEST_07000,13.65
TEST_07001,16.25
TEST_07002,20.79
TEST_07003,15.21
TEST_07004,150.67
TEST_07005,31.07
TEST_07006,90.61
TEST_07007,67.47
TEST_07008,37.57
TEST_07009,130.0
TEST_07010,22.36
TEST_07011,72.8
TEST_07012,41.34
TEST_07013,91.80099999999999
TEST_07014,10.14
TEST_07015,23.27
TEST_07016,18.85
TEST_07017,25.35
TEST_07018,109.2
TEST_07019,49.27
TEST_07020,40.17
TEST_07021,3.9
TEST_07022,16.25
TEST_07023,99.97
TEST_07024,81.77
TEST_07025,16.51
TEST_07026,49.4
TEST_07027,45.37
TEST_07028,11.18
TEST_07029,90.87
TEST_07030,31.2
TEST_07031,59.67
TEST_07032,110.37
TEST_07033,148.07
TEST_07034,75.27
TEST_07035,22.49
TEST_07036,20.67
TEST_07037,71.37
TEST_07038,34.97
TEST_07039,41.6
TEST_07040,66.17
TEST_07041,28.47
TEST_07042,53.17
TEST_07043,123.37
TEST_07044,50.31
TEST_07045,31.85
TEST_07046,19.37
TEST_07047,70.07
TEST_07048,50.57
TEST_07049,149.5
TEST_07050,86.97
TEST_07051,10.4
TEST_07052,16.77
TEST_07053,51.87
TEST_07054,123.37
TEST_07055,48.1
TEST_07056,92.17
TEST_07057,25.61
TEST_07058,25.87
TEST_07059,71.37
TEST_07060,36.39
TEST_07061,90.87
TEST_07062,7.67
TEST_07063,33.8
TEST_07064,5.07
TEST_07065,105.95
TEST_07066,11.05
TEST_07067,14.17
TEST_07068,84.76
TEST_07069,25.87
TEST_07070,64.87
TEST_07071,99.97
TEST_07072,77.87
TEST_07073,36.27
TEST_07074,67.59
TEST_07075,37.57
TEST_07076,27.17
TEST_07077,29.77
TEST_07078,29.25
TEST_07079,62.27
TEST_07080,29.25
TEST_07081,55.12
TEST_07082,93.6
TEST_07083,19.76
TEST_07084,12.87
TEST_07085,114.27
TEST_07086,90.87
TEST_07087,84.37
TEST_07088,17.13
TEST_07089,77.87
TEST_07090,18.14
TEST_07091,25.87
TEST_07092,15.6
TEST_07093,57.85
TEST_07094,118.95
TEST_07095,91.80099999999999
TEST_07096,40.17
TEST_07097,60.97
TEST_07098,55.77
TEST_07099,28.47
TEST_07100,59.15
TEST_07101,20.67
TEST_07102,17.29
TEST_07103,106.6
TEST_07104,97.24
TEST_07105,13.0
TEST_07106,103.87
TEST_07107,78.0
TEST_07108,41.47
TEST_07109,106.47
TEST_07110,29.77
TEST_07111,99.58
TEST_07112,8.97
TEST_07113,20.8
TEST_07114,21.39
TEST_07115,34.97
TEST_07116,51.87
TEST_07117,88.27
TEST_07118,41.6
TEST_07119,28.21
TEST_07120,41.6
TEST_07121,16.77
TEST_07122,23.27
TEST_07123,17.55
TEST_07124,83.07
TEST_07125,41.6
TEST_07126,37.57
TEST_07127,103.87
TEST_07128,127.27
TEST_07129,47.45
TEST_07130,91.80099999999999
TEST_07131,17.68
TEST_07132,60.97
TEST_07133,24.7
TEST_07134,19.5
TEST_07135,16.9
TEST_07136,13.65
TEST_07137,97.37
TEST_07138,49.27
TEST_07139,6.37
TEST_07140,11.05
TEST_07141,38.87
TEST_07142,107.13
TEST_07143,54.6
TEST_07144,140.4
TEST_07145,15.6
TEST_07146,33.8
TEST_07147,25.35
TEST_07148,86.97
TEST_07149,20.8
TEST_07150,106.47
TEST_07151,34.97
TEST_07152,29.9
TEST_07153,24.57
TEST_07154,103.87
TEST_07155,5.07
TEST_07156,47.97
TEST_07157,63.57
TEST_07158,47.71
TEST_07159,72.67
TEST_07160,58.5
TEST_07161,28.47
TEST_07162,151.97
TEST_07163,62.27
TEST_07164,32.37
TEST_07165,71.37
TEST_07166,111.67
TEST_07167,50.57
TEST_07168,9.62
TEST_07169,46.8
TEST_07170,116.87
TEST_07171,90.87
TEST_07172,16.77
TEST_07173,62.27
TEST_07174,11.05
TEST_07175,84.37
TEST_07176,55.77
TEST_07177,77.87
TEST_07178,32.37
TEST_07179,90.87
TEST_07180,90.87
TEST_07181,129.87
TEST_07182,77.87
TEST_07183,16.25
TEST_07184,114.27
TEST_07185,60.97
TEST_07186,38.35
TEST_07187,129.87
TEST_07188,17.55
TEST_07189,17.94
TEST_07190,31.07
TEST_07191,68.9
TEST_07192,103.35
TEST_07193,8.45
TEST_07194,75.27
TEST_07195,135.98
TEST_07196,79.95
TEST_07197,22.75
TEST_07198,12.31
TEST_07199,46.28
TEST_07200,103.87
TEST_07201,50.05
TEST_07202,51.87
TEST_07203,28.6
TEST_07204,65.0
TEST_07205,16.9
TEST_07206,7.54
TEST_07207,5.85
TEST_07208,29.77
TEST_07209,20.67
TEST_07210,67.47
TEST_07211,85.15
TEST_07212,36.27
TEST_07213,24.7
TEST_07214,123.37
TEST_07215,45.37
TEST_07216,26.0
TEST_07217,7.15
TEST_07218,90.87
TEST_07219,77.87
TEST_07220,153.27
TEST_07221,60.32
TEST_07222,70.07
TEST_07223,89.57
TEST_07224,45.5
TEST_07225,85.67
TEST_07226,28.47
TEST_07227,39.0
TEST_07228,50.7
TEST_07229,54.47
TEST_07230,29.25
TEST_07231,23.27
TEST_07232,41.47
TEST_07233,75.27
TEST_07234,89.57
TEST_07235,147.55
TEST_07236,28.47
TEST_07237,63.05
TEST_07238,75.27
TEST_07239,88.39999999999999
TEST_07240,73.83999999999999
TEST_07241,112.45
TEST_07242,27.3
TEST_07243,38.87
TEST_07244,40.17
TEST_07245,52.0
TEST_07246,12.87
TEST_07247,50.7
TEST_07248,45.37
TEST_07249,22.04
TEST_07250,90.87
TEST_07251,81.25
TEST_07252,21.97
TEST_07253,41.47
TEST_07254,124.54
TEST_07255,16.51
TEST_07256,28.47
TEST_07257,54.6
TEST_07258,93.47
TEST_07259,29.9
TEST_07260,32.5
TEST_07261,27.17
TEST_07262,103.87
TEST_07263,102.7
TEST_07264,31.07
TEST_07265,23.27
TEST_07266,16.9
TEST_07267,48.75
TEST_07268,36.4
TEST_07269,149.37
TEST_07270,155.1
TEST_07271,84.5
TEST_07272,129.87
TEST_07273,38.87
TEST_07274,12.87
TEST_07275,55.9
TEST_07276,70.07
TEST_07277,42.77
TEST_07278,37.57
TEST_07279,85.67
TEST_07280,18.46
TEST_07281,90.81
TEST_07282,100.1
TEST_07283,74.355
TEST_07284,11.44
TEST_07285,113.1
TEST_07286,55.77
TEST_07287,91.0
TEST_07288,3.38
TEST_07289,26.0
TEST_07290,21.84
TEST_07291,28.47
TEST_07292,48.75
TEST_07293,31.85
TEST_07294,18.07
TEST_07295,51.87
TEST_07296,7.15
TEST_07297,4.36
TEST_07298,39.0
TEST_07299,41.34
TEST_07300,21.97
TEST_07301,101.14
TEST_07302,14.17
TEST_07303,71.37
TEST_07304,64.87
TEST_07305,71.11
TEST_07306,36.79
TEST_07307,34.97
TEST_07308,71.37
TEST_07309,73.97
TEST_07310,90.87
TEST_07311,32.37
TEST_07312,13.0
TEST_07313,80.6
TEST_07314,53.17
TEST_07315,70.07
TEST_07316,110.37
TEST_07317,20.28
TEST_07318,91.0
TEST_07319,75.39
TEST_07320,45.24
TEST_07321,103.87
TEST_07322,50.31
TEST_07323,18.85
TEST_07324,88.33
TEST_07325,38.87
TEST_07326,93.6
TEST_07327,18.2
TEST_07328,24.44
TEST_07329,26.0
TEST_07330,41.47
TEST_07331,19.5
TEST_07332,47.32
TEST_07333,24.31
TEST_07334,9.75
TEST_07335,43.81
TEST_07336,17.94
TEST_07337,143.0
TEST_07338,94.51
TEST_07339,83.07
TEST_07340,96.07
TEST_07341,98.67
TEST_07342,34.97
TEST_07343,43.81
TEST_07344,25.87
TEST_07345,71.37
TEST_07346,24.7
TEST_07347,103.87
TEST_07348,64.76
TEST_07349,106.46
TEST_07350,67.47
TEST_07351,43.55
TEST_07352,34.45
TEST_07353,100.1
TEST_07354,40.3
TEST_07355,27.17
TEST_07356,44.07
TEST_07357,21.19
TEST_07358,25.87
TEST_07359,28.47
TEST_07360,74.75
TEST_07361,16.25
TEST_07362,23.4
TEST_07363,41.6
TEST_07364,32.11
TEST_07365,42.38
TEST_07366,21.45
TEST_07367,31.07
TEST_07368,14.17
TEST_07369,15.47
TEST_07370,62.39
TEST_07371,58.37
TEST_07372,48.1
TEST_07373,14.3
TEST_07374,120.77
TEST_07375,140.27
TEST_07376,31.98
TEST_07377,34.97
TEST_07378,20.67
TEST_07379,44.07
TEST_07380,47.84
TEST_07381,70.85
TEST_07382,110.37
TEST_07383,27.17
TEST_07384,20.67
TEST_07385,23.4
TEST_07386,64.61
TEST_07387,24.57
TEST_07388,38.87
TEST_07389,49.4
TEST_07390,48.62
TEST_07391,40.17
TEST_07392,104.65
TEST_07393,37.57
TEST_07394,72.8
TEST_07395,18.07
TEST_07396,127.27
TEST_07397,37.57
TEST_07398,55.77
TEST_07399,40.17
TEST_07400,72.67
TEST_07401,25.35
TEST_07402,71.5
TEST_07403,20.67
TEST_07404,102.05
TEST_07405,76.57
TEST_07406,17.94
TEST_07407,27.04
TEST_07408,34.58
TEST_07409,19.5
TEST_07410,47.97
TEST_07411,21.45
TEST_07412,94.77
TEST_07413,20.15
TEST_07414,8.97
TEST_07415,41.47
TEST_07416,21.71
TEST_07417,124.67
TEST_07418,12.87
TEST_07419,105.04
TEST_07420,89.05
TEST_07421,77.87
TEST_07422,38.74
TEST_07423,51.87
TEST_07424,119.47
TEST_07425,57.07
TEST_07426,11.57
TEST_07427,18.07
TEST_07428,4.03
TEST_07429,30.55
TEST_07430,32.37
TEST_07431,42.77
TEST_07432,16.9
TEST_07433,32.5
TEST_07434,12.87
TEST_07435,97.37
TEST_07436,25.87
TEST_07437,11.57
TEST_07438,116.87
TEST_07439,34.97
TEST_07440,33.67
TEST_07441,61.75
TEST_07442,97.37
TEST_07443,94.77
TEST_07444,55.9
TEST_07445,155.87
TEST_07446,39.0
TEST_07447,57.59
TEST_07448,88.27
TEST_07449,19.49
TEST_07450,27.3
TEST_07451,36.27
TEST_07452,60.45
TEST_07453,61.75
TEST_07454,12.87
TEST_07455,32.37
TEST_07456,33.67
TEST_07457,30.94
TEST_07458,12.22
TEST_07459,99.84
TEST_07460,23.14
TEST_07461,85.67
TEST_07462,29.77
TEST_07463,63.57
TEST_07464,38.87
TEST_07465,11.57
TEST_07466,69.29
TEST_07467,68.9
TEST_07468,34.97
TEST_07469,12.22
TEST_07470,62.27
TEST_07471,10.27
TEST_07472,8.45
TEST_07473,33.67
TEST_07474,35.49
TEST_07475,36.4
TEST_07476,28.59
TEST_07477,88.4
TEST_07478,84.37
TEST_07479,19.37
TEST_07480,60.97
TEST_07481,21.45
TEST_07482,29.25
TEST_07483,19.37
TEST_07484,60.97
TEST_07485,25.87
TEST_07486,23.27
TEST_07487,29.12
TEST_07488,99.97
TEST_07489,27.17
TEST_07490,23.27
TEST_07491,60.97
TEST_07492,4.81
TEST_07493,16.77
TEST_07494,67.6
TEST_07495,89.57
TEST_07496,110.5
TEST_07497,33.41
TEST_07498,15.21
TEST_07499,99.97
TEST_07500,14.82
TEST_07501,11.7
TEST_07502,32.37
TEST_07503,110.11
TEST_07504,88.27
TEST_07505,34.97
TEST_07506,85.67
TEST_07507,124.72
TEST_07508,68.77
TEST_07509,34.45
TEST_07510,39.82
TEST_07511,59.15
TEST_07512,46.67
TEST_07513,24.7
TEST_07514,83.07
TEST_07515,37.57
TEST_07516,19.37
TEST_07517,50.57
TEST_07518,36.28
TEST_07519,112.97
TEST_07520,62.4
TEST_07521,89.57
TEST_07522,24.57
TEST_07523,102.57
TEST_07524,94.77
TEST_07525,16.77
TEST_07526,58.37
TEST_07527,41.47
TEST_07528,29.9
TEST_07529,129.87
TEST_07530,64.87
TEST_07531,16.77
TEST_07532,79.94
TEST_07533,54.53
TEST_07534,98.67
TEST_07535,10.27
TEST_07536,60.97
TEST_07537,33.8
TEST_07538,58.11
TEST_07539,97.24
TEST_07540,21.19
TEST_07541,15.47
TEST_07542,21.97
TEST_07543,20.67
TEST_07544,23.27
TEST_07545,140.23
TEST_07546,18.59
TEST_07547,32.37
TEST_07548,9.09
TEST_07549,11.05
TEST_07550,6.49
TEST_07551,23.27
TEST_07552,42.77
TEST_07553,53.17
TEST_07554,25.87
TEST_07555,118.3
TEST_07556,29.9
TEST_07557,64.35
TEST_07558,150.67
TEST_07559,32.24
TEST_07560,32.37
TEST_07561,14.3
TEST_07562,25.87
TEST_07563,14.17
TEST_07564,106.47
TEST_07565,11.57
TEST_07566,104.65
TEST_07567,78.0
TEST_07568,18.85
TEST_07569,33.67
TEST_07570,12.09
TEST_07571,36.4
TEST_07572,50.57
TEST_07573,19.24
TEST_07574,59.67
TEST_07575,59.67
TEST_07576,129.87
TEST_07577,93.47
TEST_07578,16.64
TEST_07579,32.37
TEST_07580,73.97
TEST_07581,11.31
TEST_07582,116.87
TEST_07583,26.65
TEST_07584,92.95
TEST_07585,32.5
TEST_07586,37.57
TEST_07587,71.24
TEST_07588,81.25
TEST_07589,54.6
TEST_07590,7.41
TEST_07591,29.12
TEST_07592,95.42
TEST_07593,68.77
TEST_07594,19.5
TEST_07595,39.65
TEST_07596,82.94
TEST_07597,72.54
TEST_07598,19.37
TEST_07599,73.97
TEST_07600,91.0
TEST_07601,155.35
TEST_07602,46.67
TEST_07603,18.59
TEST_07604,64.87
TEST_07605,99.97
TEST_07606,77.74
TEST_07607,8.19
TEST_07608,93.59
TEST_07609,14.17
TEST_07610,14.95
TEST_07611,88.01
TEST_07612,27.95
TEST_07613,32.37
TEST_07614,25.87
TEST_07615,71.5
TEST_07616,10.27
TEST_07617,40.3
TEST_07618,49.27
TEST_07619,38.87
TEST_07620,14.95
TEST_07621,14.04
TEST_07622,39.0
TEST_07623,10.27
TEST_07624,24.57
TEST_07625,49.27
TEST_07626,37.44
TEST_07627,11.57
TEST_07628,11.57
TEST_07629,28.47
TEST_07630,31.07
TEST_07631,20.67
TEST_07632,12.35
TEST_07633,32.5
TEST_07634,127.27
TEST_07635,28.47
TEST_07636,60.97
TEST_07637,86.71
TEST_07638,62.27
TEST_07639,4.16
TEST_07640,49.4
TEST_07641,19.37
TEST_07642,59.67
TEST_07643,17.81
TEST_07644,81.39
TEST_07645,10.39
TEST_07646,37.7
TEST_07647,51.87
TEST_07648,27.95
TEST_07649,120.77
TEST_07650,30.55
TEST_07651,31.07
TEST_07652,37.44
TEST_07653,142.87
TEST_07654,97.5
TEST_07655,35.62
TEST_07656,64.87
TEST_07657,54.47
TEST_07658,26.0
TEST_07659,89.57
TEST_07660,81.77
TEST_07661,131.17
TEST_07662,94.77
TEST_07663,103.74
TEST_07664,44.2
TEST_07665,24.570000000000004
TEST_07666,127.27
TEST_07667,31.85
TEST_07668,75.39
TEST_07669,31.85
TEST_07670,32.37
TEST_07671,33.54
TEST_07672,38.87
TEST_07673,70.07
TEST_07674,98.8
TEST_07675,25.87
TEST_07676,51.35
TEST_07677,129.87
TEST_07678,109.07
TEST_07679,30.55
TEST_07680,156.0
TEST_07681,71.37
TEST_07682,25.87
TEST_07683,24.57
TEST_07684,85.67
TEST_07685,73.97
TEST_07686,107.77
TEST_07687,27.29
TEST_07688,25.99
TEST_07689,96.20000000000002
TEST_07690,135.2
TEST_07691,37.7
TEST_07692,96.07
TEST_07693,25.87
TEST_07694,64.92
TEST_07695,141.57999999999998
TEST_07696,10.27
TEST_07697,58.5
TEST_07698,59.67
TEST_07699,4.16
TEST_07700,19.11
TEST_07701,29.77
TEST_07702,16.64
TEST_07703,10.4
TEST_07704,26.0
TEST_07705,81.58
TEST_07706,38.35
TEST_07707,63.57
TEST_07708,122.46
TEST_07709,20.67
TEST_07710,12.74
TEST_07711,77.87
TEST_07712,47.45
TEST_07713,29.77
TEST_07714,78.0
TEST_07715,42.77
TEST_07716,49.4
TEST_07717,24.57
TEST_07718,90.87
TEST_07719,42.51
TEST_07720,111.8
TEST_07721,70.07
TEST_07722,70.07
TEST_07723,28.47
TEST_07724,116.73
TEST_07725,103.74
TEST_07726,51.87
TEST_07727,103.87
TEST_07728,38.35
TEST_07729,112.97
TEST_07730,62.4
TEST_07731,80.34
TEST_07732,25.35
TEST_07733,80.6
TEST_07734,64.87
TEST_07735,98.67
TEST_07736,137.16
TEST_07737,43.94
TEST_07738,23.27
TEST_07739,80.6
TEST_07740,55.77
TEST_07741,155.22
TEST_07742,50.31
TEST_07743,115.7
TEST_07744,10.14
TEST_07745,90.87
TEST_07746,60.97
TEST_07747,113.62
TEST_07748,64.74
TEST_07749,114.4
TEST_07750,25.87
TEST_07751,103.99
TEST_07752,86.97
TEST_07753,31.07
TEST_07754,90.87
TEST_07755,88.4
TEST_07756,62.4
TEST_07757,115.7
TEST_07758,23.27
TEST_07759,9.1
TEST_07760,81.9
TEST_07761,75.4
TEST_07762,88.27
TEST_07763,41.47
TEST_07764,22.1
TEST_07765,15.47
TEST_07766,107.77
TEST_07767,77.74
TEST_07768,49.4
TEST_07769,23.27
TEST_07770,89.7
TEST_07771,31.2
TEST_07772,85.67
TEST_07773,39.0
TEST_07774,56.55
TEST_07775,76.7
TEST_07776,11.57
TEST_07777,128.7
TEST_07778,23.27
TEST_07779,104.0
TEST_07780,81.77
TEST_07781,98.54
TEST_07782,42.9
TEST_07783,58.37
TEST_07784,63.7
TEST_07785,67.47
TEST_07786,44.07
TEST_07787,72.67
TEST_07788,42.61
TEST_07789,54.47
TEST_07790,44.07
TEST_07791,60.97
TEST_07792,23.66
TEST_07793,24.44
TEST_07794,38.87
TEST_07795,71.37
TEST_07796,58.44
TEST_07797,114.14
TEST_07798,123.37
TEST_07799,71.37
TEST_07800,7.15
TEST_07801,20.54
TEST_07802,16.77
TEST_07803,81.77
TEST_07804,77.87
TEST_07805,5.2
TEST_07806,32.44
TEST_07807,20.67
TEST_07808,32.37
TEST_07809,18.07
TEST_07810,44.2
TEST_07811,37.7
TEST_07812,77.42
TEST_07813,89.57
TEST_07814,47.19
TEST_07815,14.17
TEST_07816,81.77
TEST_07817,66.95
TEST_07818,111.67
TEST_07819,51.87
TEST_07820,7.67
TEST_07821,25.87
TEST_07822,25.87
TEST_07823,25.35
TEST_07824,54.47
TEST_07825,25.87
TEST_07826,16.25
TEST_07827,15.47
TEST_07828,31.72
TEST_07829,52.65
TEST_07830,34.45
TEST_07831,11.44
TEST_07832,46.8
TEST_07833,51.35
TEST_07834,154.05
TEST_07835,103.87
TEST_07836,36.4
TEST_07837,39.0
TEST_07838,58.5
TEST_07839,31.2
TEST_07840,20.67
TEST_07841,28.47
TEST_07842,27.17
TEST_07843,124.67
TEST_07844,14.95
TEST_07845,7.8
TEST_07846,22.09
TEST_07847,34.97
TEST_07848,5.85
TEST_07849,63.44
TEST_07850,23.14
TEST_07851,94.25
TEST_07852,72.67
TEST_07853,132.6
TEST_07854,37.7
TEST_07855,97.54
TEST_07856,44.2
TEST_07857,55.77
TEST_07858,38.74
TEST_07859,44.07
TEST_07860,101.01
TEST_07861,24.7
TEST_07862,59.67
TEST_07863,98.54
TEST_07864,80.6
TEST_07865,115.56999999999995
TEST_07866,31.07
TEST_07867,4.81
TEST_07868,91.0
TEST_07869,34.67
TEST_07870,9.75
TEST_07871,13.65
TEST_07872,35.69
TEST_07873,8.19
TEST_07874,12.99
TEST_07875,54.47
TEST_07876,16.77
TEST_07877,72.15
TEST_07878,85.8
TEST_07879,29.77
TEST_07880,18.07
TEST_07881,87.1
TEST_07882,36.27
TEST_07883,25.61
TEST_07884,141.57
TEST_07885,44.2
TEST_07886,116.87
TEST_07887,36.66
TEST_07888,43.55
TEST_07889,50.57
TEST_07890,39.0
TEST_07891,28.59
TEST_07892,24.69
TEST_07893,44.07
TEST_07894,41.47
TEST_07895,94.25
TEST_07896,52.78
TEST_07897,25.74
TEST_07898,18.85
TEST_07899,16.25
TEST_07900,47.71
TEST_07901,55.77
TEST_07902,55.77
TEST_07903,29.77
TEST_07904,26.0
TEST_07905,77.87
TEST_07906,49.27
TEST_07907,14.3
TEST_07908,32.37
TEST_07909,25.35
TEST_07910,55.77
TEST_07911,33.14
TEST_07912,103.87
TEST_07913,81.77
TEST_07914,11.57
TEST_07915,25.87
TEST_07916,106.47
TEST_07917,59.79
TEST_07918,109.07
TEST_07919,33.67
TEST_07920,83.59
TEST_07921,150.67
TEST_07922,99.97
TEST_07923,59.67
TEST_07924,54.21
TEST_07925,38.61
TEST_07926,59.8
TEST_07927,8.45
TEST_07928,55.77
TEST_07929,28.47
TEST_07930,33.67
TEST_07931,42.77
TEST_07932,80.6
TEST_07933,16.77
TEST_07934,72.8
TEST_07935,33.67
TEST_07936,89.57
TEST_07937,76.57
TEST_07938,59.67
TEST_07939,84.37
TEST_07940,6.37
TEST_07941,105.95
TEST_07942,27.17
TEST_07943,34.97
TEST_07944,16.77
TEST_07945,33.67
TEST_07946,29.25
TEST_07947,29.9
TEST_07948,25.87
TEST_07949,23.27
TEST_07950,57.85
TEST_07951,50.57
TEST_07952,24.05
TEST_07953,49.14
TEST_07954,68.77
TEST_07955,29.25
TEST_07956,63.7
TEST_07957,129.99
TEST_07958,31.07
TEST_07959,103.87
TEST_07960,84.37
TEST_07961,20.28
TEST_07962,109.78
TEST_07963,24.05
TEST_07964,33.67
TEST_07965,136.37
TEST_07966,27.17
TEST_07967,19.37
TEST_07968,24.05
TEST_07969,7.8
TEST_07970,29.64
TEST_07971,84.37
TEST_07972,97.37
TEST_07973,36.27
TEST_07974,142.87
TEST_07975,68.25
TEST_07976,100.1
TEST_07977,11.05
TEST_07978,28.6
TEST_07979,58.37
TEST_07980,30.94
TEST_07981,38.74
TEST_07982,20.15
TEST_07983,149.37
TEST_07984,78.19
TEST_07985,8.71
TEST_07986,33.8
TEST_07987,99.97
TEST_07988,25.74
TEST_07989,17.94
TEST_07990,50.31
TEST_07991,30.55
TEST_07992,25.87
TEST_07993,51.87
TEST_07994,99.45
TEST_07995,20.15
TEST_07996,79.95
TEST_07997,13.26
TEST_07998,41.47
TEST_07999,16.51
TEST_08000,25.87
TEST_08001,58.5
TEST_08002,27.95
TEST_08003,27.17
TEST_08004,7.8
TEST_08005,103.87
TEST_08006,25.61
TEST_08007,72.67
TEST_08008,74.75
TEST_08009,27.17
TEST_08010,34.45
TEST_08011,40.95
TEST_08012,27.3
TEST_08013,53.3
TEST_08014,79.17
TEST_08015,21.97
TEST_08016,37.05
TEST_08017,109.07
TEST_08018,12.87
TEST_08019,24.05
TEST_08020,20.67
TEST_08021,14.82
TEST_08022,57.07
TEST_08023,40.3
TEST_08024,18.07
TEST_08025,20.67
TEST_08026,29.77
TEST_08027,94.77
TEST_08028,56.81
TEST_08029,51.61
TEST_08030,40.95
TEST_08031,29.25
TEST_08032,51.87
TEST_08033,41.47
TEST_08034,60.45
TEST_08035,25.48
TEST_08036,29.77
TEST_08037,46.67
TEST_08038,85.67
TEST_08039,21.97
TEST_08040,12.87
TEST_08041,140.4
TEST_08042,46.67
TEST_08043,24.57
TEST_08044,8.58
TEST_08045,6.37
TEST_08046,33.67
TEST_08047,21.97
TEST_08048,61.75
TEST_08049,63.7
TEST_08050,11.05
TEST_08051,41.47
TEST_08052,43.33
TEST_08053,46.67
TEST_08054,8.19
TEST_08055,117.0
TEST_08056,44.85
TEST_08057,19.24
TEST_08058,26.65
TEST_08059,31.84
TEST_08060,38.87
TEST_08061,14.95
TEST_08062,20.8
TEST_08063,34.97
TEST_08064,77.48
TEST_08065,88.27
TEST_08066,154.7
TEST_08067,89.57
TEST_08068,55.25
TEST_08069,51.87
TEST_08070,32.5
TEST_08071,115.56999999999995
TEST_08072,22.49
TEST_08073,25.87
TEST_08074,77.87
TEST_08075,28.47
TEST_08076,44.85
TEST_08077,15.47
TEST_08078,43.55
TEST_08079,30.55
TEST_08080,15.589999999999998
TEST_08081,73.97
TEST_08082,90.87
TEST_08083,107.9
TEST_08084,58.37
TEST_08085,35.09
TEST_08086,38.87
TEST_08087,128.7
TEST_08088,49.27
TEST_08089,39.65
TEST_08090,58.37
TEST_08091,101.27
TEST_08092,36.27
TEST_08093,1.62
TEST_08094,149.37
TEST_08095,80.47
TEST_08096,105.3
TEST_08097,51.77
TEST_08098,29.77
TEST_08099,50.55
TEST_08100,46.67
TEST_08101,29.25
TEST_08102,103.87
TEST_08103,115.57
TEST_08104,137.67
TEST_08105,15.47
TEST_08106,6.37
TEST_08107,58.37
TEST_08108,127.4
TEST_08109,41.47
TEST_08110,31.2
TEST_08111,13.65
TEST_08112,4.88
TEST_08113,21.71
TEST_08114,114.27
TEST_08115,133.77
TEST_08116,70.07
TEST_08117,11.57
TEST_08118,11.83
TEST_08119,25.74
TEST_08120,103.87
TEST_08121,37.57
TEST_08122,25.87
TEST_08123,115.93
TEST_08124,90.87
TEST_08125,99.87166666666666
TEST_08126,25.87
TEST_08127,38.35
TEST_08128,52.0
TEST_08129,29.25
TEST_08130,25.87
TEST_08131,93.53
TEST_08132,20.15
TEST_08133,18.85
TEST_08134,83.07
TEST_08135,19.37
TEST_08136,38.87
TEST_08137,70.07
TEST_08138,46.67
TEST_08139,77.35
TEST_08140,63.7
TEST_08141,66.3
TEST_08142,48.75
TEST_08143,23.27
TEST_08144,18.07
TEST_08145,30.81
TEST_08146,98.15
TEST_08147,141.57
TEST_08148,84.37
TEST_08149,29.77
TEST_08150,70.07
TEST_08151,11.05
TEST_08152,72.67
TEST_08153,18.07
TEST_08154,42.77
TEST_08155,63.44
TEST_08156,16.77
TEST_08157,40.95
TEST_08158,33.67
TEST_08159,12.87
TEST_08160,120.77
TEST_08161,106.47
TEST_08162,11.83
TEST_08163,29.9
