,Price
29125,62.27
29126,14.95
29127,29.9
29128,7.8
29129,31.2
29130,38.35
29131,52.0
29132,31.19
29133,63.05
29134,13.0
29135,14.17
29136,25.87
29137,55.77
29138,46.67
29139,64.22
29140,10.01
29141,75.4
29142,102.57
29143,75.27
29144,24.05
29145,36.27
29146,64.87
29147,60.97
29148,16.25
29149,16.77
29150,6.37
29151,11.7
29152,25.99
29153,16.77
29154,123.37
29155,129.87
29156,129.87
29157,150.8
29158,44.01
29159,11.05
29160,46.41
29161,49.4
29162,15.21
29163,19.43
29166,11.96
29167,71.37
29168,20.67
29169,31.07
29170,29.77
29171,142.87
29172,64.87
29173,40.17
29174,10.01
29175,40.17
29176,27.95
29177,11.7
29178,68.77
29179,122.07
29180,57.07
29181,24.7
29182,47.45
29183,50.57
29184,36.4
29185,32.37
29186,40.17
29187,59.67
29188,22.04
29189,30.68
29190,28.47
29191,37.57
29192,42.77
29193,58.37
29194,41.08
29196,55.77
29197,23.27
29198,107.25
29199,21.97
29200,13.0
29201,90.87
29202,151.97
29203,40.95
29204,17.55
29205,12.74
29206,27.3
29207,78.0
29208,81.77
29209,114.01
29210,97.37
29211,60.84
29212,58.37
29213,23.4
29214,18.07
29215,20.02
29216,25.8
29217,103.87
29218,84.11
29219,35.1
29220,51.74
29221,64.87
29222,36.27
29223,36.27
29224,49.4
29225,59.67
29226,56.29
29227,73.45
29228,15.47
29229,24.57
29230,28.47
29231,40.17
29232,24.7
29233,120.77
29234,23.27
29235,25.35
29236,109.07
29237,20.8
29238,49.27
29239,47.45
29240,130.0
29241,35.1
29242,7.8
29243,53.17
29244,71.37
29245,29.77
29246,32.5
29247,111.67
29248,68.77
29249,101.27
29250,24.57
29251,27.3
29252,32.37
29253,37.7
29254,14.17
29257,20.67
29258,36.4
29259,29.64
29260,62.66
29261,31.07
29262,20.54
29263,50.57
29264,90.87
29265,60.97
29266,21.97
29267,73.97
29269,55.9
29270,10.27
29271,110.11
29272,37.05
29273,51.35
29274,51.87
29275,10.27
29276,32.5
29277,52.0
29278,37.7
29279,11.05
29280,45.37
29281,19.37
29282,4.94
29283,30.94
29284,53.95
29285,33.54
29286,90.87
29287,84.37
29288,40.17
29289,29.77
29290,38.87
29291,11.31
29292,75.27
29293,75.27
29294,149.37
29295,32.5
29296,119.47
29297,142.87
29298,18.07
29299,121.55
29300,55.9
29301,35.1
29302,58.5
29303,37.57
29304,98.41
29305,62.27
29306,64.35
29307,40.3
29308,54.47
29309,25.87
29310,75.27
29311,38.85
29312,99.97
29313,87.75
29314,14.04
29315,93.47
29316,23.4
29317,37.57
29318,38.87
29319,46.67
29320,22.75
29321,23.27
29322,37.7
29323,53.3
29324,32.37
29325,19.11
29326,86.97
29327,89.38
29328,83.2
29329,154.7
29330,29.12
29331,54.47
29332,116.87
29333,130.0
29334,57.56
29335,20.67
29336,21.97
29337,103.87
29338,38.87
29339,102.57
29340,8.71
29341,28.47
29342,19.37
29343,76.75
29344,40.17
29346,26.0
29347,42.51
29348,34.71
29349,49.27
29350,45.37
29351,15.34
29352,23.27
29353,57.07
29354,21.45
29355,76.59
29356,32.24
29357,34.97
29358,36.4
29359,34.45
29360,37.44
29361,23.66
29362,49.4
29363,21.97
29364,41.6
29365,106.21
29366,67.6
29367,59.67
29368,21.32
29369,41.47
29370,39.0
29371,8.71
29372,68.25
29373,22.75
29374,27.95
29375,25.87
29376,21.45
29377,24.05
29378,10.27
29379,6.37
29380,50.7
29381,85.8
29382,16.77
29383,140.27
29384,52.0
29385,30.55
29386,93.6
29387,27.17
29388,68.89
29389,27.3
29390,99.97
29391,24.7
29392,29.25
29393,37.05
29394,6.5
29395,15.6
29396,21.32
29397,121.55
29398,102.98
29399,107.9
29400,29.77
29402,83.07
29403,27.95
29404,19.5
29405,116.87
29406,25.87
29407,85.67
29408,88.01
29409,50.57
29410,42.77
29411,34.97
29412,36.27
29413,15.99
29414,114.27
29415,86.45
29416,24.57
29417,156.0
29418,53.3
29419,16.9
29420,63.57
29421,20.67
29422,32.24
29423,28.47
29424,12.35
29425,36.4
29426,37.7
29427,11.57
29428,28.47
29429,7.67
29430,33.67
29431,10.27
29432,5.19
29433,29.64
29434,60.45
29435,15.47
29436,9.75
29437,37.57
29438,116.74
29439,131.17
29440,23.79
29441,31.07
29442,47.97
29443,89.31
29444,56.76
29445,28.47
29446,108.73
29447,46.54
29448,75.27
29449,53.95
29450,59.67
29451,5.2
29452,22.1
29453,76.7
29454,54.47
29455,129.87
29456,49.39
29457,75.27
29458,59.0
29459,42.64
29460,38.35
29461,24.57
29462,84.37
29463,22.1
29464,38.87
29465,75.27
29466,32.37
29467,41.47
29468,10.4
29469,31.07
29470,140.27
29471,52.0
29472,84.5
29473,63.44
29474,60.45
29475,25.87
29476,37.57
29477,115.7
29478,50.69
29479,19.37
29480,30.42
29481,58.37
29482,24.57
29483,5.13
29484,46.37
29485,25.87
29486,16.77
29487,45.5
29488,136.37
29489,142.87
29490,31.07
29491,5.07
29492,27.17
29493,42.77
29494,29.77
29495,12.99
29496,11.02
29497,12.87
29498,24.57
29499,75.27
29500,9.36
29501,15.47
29502,68.77
29503,21.97
29504,23.27
29505,61.1
29506,30.55
29507,9.75
29508,11.63
29509,25.35
29510,70.85
29511,50.57
29512,113.75
29513,22.75
29514,103.87
29516,12.22
29517,21.97
29518,56.94
29519,117.0
29520,128.57
29521,106.47
29522,20.15
29523,11.57
29524,33.54
29525,63.7
29526,43.55
29527,89.57
29528,135.2
29529,80.6
29530,72.67
29531,84.31
29533,131.17
29535,27.82
29536,4.55
29537,59.8
29538,25.87
29539,57.07
29540,10.11
29541,21.97
29542,31.85
29543,49.27
29544,19.5
29545,50.44
29546,113.75
29547,25.35
29548,103.87
29549,117.52
29550,47.97
29551,50.57
29552,11.57
29553,134.32
29554,20.67
29555,24.7
29556,49.27
29557,40.3
29558,54.21
29559,49.14
29560,129.87
29561,64.87
29562,34.71
29563,18.85
29564,21.45
29565,15.47
29566,4.55
29567,42.77
29568,55.64
29569,41.6
29570,14.95
29571,29.77
29572,59.67
29573,33.67
29574,27.69
29575,90.87
29576,43.55
29577,23.27
29578,42.9
29579,84.5
29580,39.0
29581,70.2
29582,59.15
29583,42.77
29584,62.27
29585,33.8
29586,89.57
29587,101.79
29588,32.37
29589,27.04
29590,97.44
29591,37.44
29592,15.47
29593,35.75
29594,24.57
29595,50.7
29596,43.81
29597,20.02
29598,29.77
29599,83.07
29600,77.87
29601,79.95
29602,7.15
29603,17.55
29604,29.89
29605,34.97
29606,8.19
29607,31.85
29608,21.97
29609,28.34
29610,125.84
29611,25.35
29612,33.15
29613,38.87
29614,46.67
29615,27.3
29616,59.8
29618,25.87
29619,38.87
29620,44.98
29621,21.97
29622,37.7
29623,19.37
29624,25.87
29625,46.67
29626,20.79
29627,47.45
29628,21.97
29629,25.87
29630,29.25
29631,71.37
29632,34.97
29633,83.07
29634,40.17
29635,22.1
29636,122.07
29637,19.5
29638,19.89
29639,103.87
29640,83.07
29641,60.97
29642,23.4
29643,149.37
29644,14.3
29645,84.44
29646,111.8
29647,32.5
29648,101.4
29649,26.52
29650,19.37
29651,29.9
29652,81.9
29653,131.95
29654,27.17
29655,115.7
29657,111.8
29658,67.47
29659,18.85
29660,38.35
29661,45.24
29662,24.57
29663,39.0
29664,4.29
29665,8.71
29666,28.47
29667,20.67
29668,28.6
29669,41.6
29670,45.5
29671,38.87
29672,115.05
29673,38.97
29674,24.57
29675,59.67
29676,12.87
29677,34.45
29678,45.37
29679,80.34
29680,37.57
29681,47.84
29682,47.84
29683,84.37
29684,90.81
29685,76.7
29686,15.6
29687,23.27
29688,16.77
29689,13.0
29690,149.5
29691,14.23
29692,109.2
29693,74.1
29694,80.34
29695,29.25
29696,59.67
29697,95.16
29698,37.44
29699,24.05
29700,51.87
29701,33.67
29702,68.9
29703,31.07
29704,37.57
29705,49.4
29706,5.2
29707,122.07
29708,97.24
29709,33.28
29710,137.67
29711,50.57
29712,55.77
29713,18.2
29714,97.37
29715,37.57
29716,76.57
29717,32.5
29718,26.65
29719,58.5
29720,47.45
29722,88.27
29723,17.55
29724,43.68
29725,84.5
29726,120.77
29727,21.97
29728,45.37
29729,99.97
29730,44.07
29731,9.36
29732,14.17
29733,84.5
29735,81.9
29736,84.75
29737,37.57
29738,67.6
29739,36.4
29740,75.27
29741,37.57
29742,6.37
29743,135.07
29744,27.17
29745,149.37
29746,65.0
29747,19.11
29748,27.82
29749,23.4
29750,68.25
29751,92.95
29752,97.49
29753,89.57
29754,16.77
29755,15.34
29756,28.47
29757,9.1
29758,71.37
29759,25.87
29760,34.97
29761,88.27
29762,37.57
29763,133.9
29764,33.67
29765,45.37
29766,21.97
29767,10.92
29768,22.1
29769,29.77
29770,59.67
29771,55.9
29772,89.57
29773,20.67
29774,64.35
29775,129.87
29776,84.5
29777,73.45
29778,142.87
29779,106.47
29780,16.9
29781,14.04
29782,51.87
29783,65.0
29784,22.1
29785,34.97
29786,49.27
29787,25.87
29788,33.8
29789,107.77
29790,112.97
29791,91.0
29792,39.0
29793,50.57
29795,129.71
29796,38.87
29797,57.07
29798,11.57
29799,21.97
29800,64.87
29801,11.7
29802,30.94
29803,20.15
29804,85.67
29805,107.77
29806,104.65
29807,15.6
29808,30.81
29809,65.0
29810,51.87
29811,40.17
29812,119.47
29813,23.27
29814,50.05
29815,96.07
29816,96.07
29817,38.87
29818,75.92
29819,25.87
29820,98.67
29821,18.46
29822,81.77
29823,43.55
29824,18.59
29825,8.97
29826,67.6
29827,81.77
29828,47.97
29829,54.47
29830,16.25
29831,57.07
29832,103.87
29833,36.27
29835,70.07
29836,24.57
29837,92.82
29838,34.71
29840,20.67
29841,93.47
29842,26.65
29843,21.84
29844,120.77
29845,54.6
29846,71.37
29847,41.47
29848,7.67
29849,95.55
29850,77.87
29851,31.07
29852,29.77
29853,21.97
29854,38.35
29855,58.5
29856,24.69
29857,86.97
29858,63.57
29859,85.67
29860,53.95
29861,72.67
29862,51.87
29863,28.6
29864,77.87
29865,18.52
29866,29.77
29867,154.57
29868,106.47
29869,34.19
29870,57.07
29871,27.17
29872,82.55
29873,34.97
29874,62.14
29875,76.31
29876,3.89
29877,19.37
29878,56.55
29879,109.07
29880,12.22
29881,19.37
29882,3.77
29883,19.37
29884,59.67
29885,110.37
29886,14.95
29887,45.37
29888,51.87
29889,21.97
29890,90.87
29891,18.46
29892,30.55
29893,29.25
29894,105.17
29895,32.89
29896,39.0
29897,29.77
29898,25.87
29899,86.97
29900,93.99
29901,30.94
29902,111.54
29903,25.87
29904,123.37
29905,142.87
29906,88.4
29907,31.07
29908,29.9
29909,42.77
29910,100.75
29911,9.75
29912,114.2
29913,30.68
29914,49.27
29915,14.43
29916,68.38
29917,98.15
29918,40.17
29919,14.3
29920,89.57
29921,34.97
29922,20.54
29923,59.67
29924,9.75
29925,15.6
29926,90.87
29927,111.67
29928,94.77
29929,74.75
29930,84.5
29931,26.0
29932,111.15
29933,21.97
29935,155.87
29936,19.5
29937,23.14
29938,9.75
29939,16.77
29941,48.1
29942,48.1
29943,83.07
29944,20.67
29945,12.87
29946,23.27
29947,36.27
29948,110.5
29949,20.15
29951,44.07
29952,38.87
29953,31.59
29954,47.97
29955,68.77
29956,25.35
29957,20.67
29958,98.8
29959,42.77
29960,76.18
29961,42.25
29962,34.97
29963,156.0
29964,72.8
29965,44.07
29966,32.5
29967,33.67
29968,47.97
29969,112.97
29970,80.47
29971,13.91
29972,31.07
29973,52.0
29974,68.25
29975,26.0
29976,31.07
29977,12.8
29978,27.3
29979,28.94
29980,155.87
29981,10.14
29982,23.27
29983,21.45
29984,60.97
29985,19.24
29986,97.5
29987,8.58
29988,103.87
29989,81.9
29990,151.97
29991,63.69
29992,47.71
29993,94.77
29994,70.2
29995,142.87
29996,53.17
29997,5.59
29998,25.74
29999,54.86
30000,94.77
30001,64.87
30002,23.27
30003,42.77
30004,70.2
30005,16.9
30006,30.94
30007,77.87
30008,32.37
30009,63.57
30010,18.84
30011,21.97
30012,77.87
30013,77.87
30014,75.4
30015,89.57
30016,27.95
30017,18.2
30018,20.8
30019,9.74
30020,17.55
30021,53.95
30022,20.67
30023,30.55
30024,72.8
30025,20.67
30026,38.87
30027,55.77
30028,98.67
30029,45.11
30030,7.8
30032,116.87
30033,27.3
30034,46.54
30035,33.02
30036,51.87
30037,47.97
30038,14.3
30040,34.97
30041,26.65
30042,21.84
30043,28.47
30044,88.14
30045,77.87
30046,7.67
30047,30.29
30048,9.49
30049,50.57
30050,42.25
30051,9.1
30052,47.45
30053,46.67
30054,34.97
30055,25.35
30056,110.37
30057,109.2
30058,18.85
30059,38.22
30060,57.2
30061,138.97
30062,136.5
30063,64.87
30064,57.07
30065,136.5
30066,51.35
30067,67.47
30068,25.48
30069,29.9
30070,27.3
30071,80.47
30072,8.71
30073,23.27
30074,9.88
30075,31.2
30076,9.62
30077,41.47
30078,96.2
30079,142.31
30080,27.3
30081,96.07
30082,54.86
30083,32.37
30084,45.37
30085,44.2
30086,57.85
30087,33.67
30088,79.17
30089,68.77
30090,10.27
30091,97.37
30092,59.8
30093,88.27
30094,90.87
30095,92.3
30096,59.67
30097,30.68
30098,24.57
30099,58.37
30100,28.6
30101,10.92
30102,88.4
30103,31.85
30104,21.97
30105,67.6
30106,133.77
30107,71.37
30108,149.5
30109,14.3
30110,75.4
30111,127.27
30112,21.97
30113,96.07
30114,65.0
30115,50.57
30116,16.9
30117,123.37
30118,33.67
30119,36.27
30120,52.0
30121,90.99
30122,40.3
30124,27.17
30125,10.27
30126,11.57
30127,20.54
30128,25.93
30129,124.67
30130,106.47
30131,11.57
30132,98.67
30133,83.07
30134,27.3
30135,20.67
30136,11.44
30137,34.32
30138,17.55
30139,129.87
30140,27.3
30141,16.77
30142,77.87
30143,12.87
30144,14.17
30145,61.1
30146,104.0
30147,91.0
30148,40.3
30149,20.67
30150,38.74
30151,14.17
30152,37.57
30153,135.07
30154,36.27
30155,102.57
30156,25.87
30157,55.25
30158,29.77
30159,25.87
30160,23.27
30161,155.74
30162,11.57
30163,2.47
30164,43.81
30165,9.43
30166,55.77
30167,38.87
30168,39.65
30169,16.25
30170,81.77
30171,51.48
30172,37.57
30173,53.17
30174,61.75
30175,44.07
30176,27.95
30177,76.7
30178,75.4
30179,22.75
30180,107.77
30181,77.87
30182,38.35
30183,90.87
30184,29.77
30185,46.67
30186,32.5
30187,153.27
30188,119.47
30189,10.27
30190,24.57
30191,84.5
30192,18.98
30193,18.07
30194,39.0
30195,58.37
30196,40.3
30197,38.87
30198,15.47
30199,31.85
30200,32.76
30201,69.94
30202,76.57
30203,85.61
30204,71.37
30205,34.97
30207,24.57
30208,46.41
30209,29.12
30210,127.27
30211,62.27
30212,13.65
30213,37.57
30214,23.27
30215,124.67
30216,42.77
30217,58.5
30218,19.5
30219,19.37
30220,84.5
30221,76.31
30222,19.5
30223,84.49
30224,44.85
30225,24.7
30226,61.75
30227,27.17
30228,24.57
30229,72.8
30230,119.6
30231,52.0
30232,102.57
30234,50.57
30235,109.2
30237,45.5
30238,43.42
30239,55.64
30240,24.57
30241,9.49
30242,98.67
30243,97.37
30244,29.89
30245,29.77
30246,27.95
30247,38.35
30248,31.2
30249,57.59
30250,19.5
30251,49.01
30252,142.87
30253,119.47
30254,23.27
30255,142.87
30256,29.64
30257,46.8
30258,110.33
30259,83.2
30260,17.55
30261,116.74
30262,7.28
30263,53.17
30264,129.87
30265,42.77
30266,11.57
30267,45.37
30268,79.17
30269,11.51
30270,83.2
30271,20.67
30272,129.74
30273,99.71
30274,89.57
30275,74.75
30276,62.27
30277,53.3
30278,16.77
30279,9.36
30280,111.67
30281,24.57
30282,97.37
30283,27.95
30284,20.54
30285,28.47
30286,84.43
30287,68.77
30289,25.87
30290,82.42
30291,23.27
30292,34.45
30293,63.63
30294,96.07
30295,11.57
30296,110.37
30297,42.77
30298,35.1
30299,18.07
30300,24.57
30301,41.47
30302,100.1
30303,55.25
30304,103.87
30305,9.36
30306,24.05
30307,58.37
30308,38.35
30309,71.37
30310,67.16
30311,32.24
30312,75.27
30313,155.87
30314,44.07
30315,71.34
30316,80.47
30317,24.57
30318,16.77
30319,19.89
30320,25.87
30321,5.85
30322,37.69
30323,26.0
30324,9.75
30325,71.5
30326,16.9
30327,128.7
30328,70.07
30329,97.37
30330,63.57
30331,18.07
30332,99.19
30333,63.7
30334,93.6
30335,102.57
30336,46.67
30337,101.4
30338,16.77
30339,97.37
30340,24.57
30341,33.67
30342,61.75
30343,37.05
30344,22.1
30345,119.6
30347,81.64
30348,33.67
30349,113.1
30350,35.1
30351,71.37
30352,55.77
30353,20.28
30354,62.27
30355,90.87
30356,23.27
30357,32.5
30358,98.8
30359,52.0
30360,41.6
30361,45.37
30362,24.96
30363,99.97
30364,42.77
30365,39.0
30366,11.57
30367,8.97
30368,62.27
30369,57.46
30370,24.57
30371,156.0
30372,84.37
30373,24.44
30374,126.1
30375,106.47
30376,111.67
30377,12.87
30378,155.35
30379,14.17
30380,8.84
30381,24.31
30382,25.87
30383,20.15
30384,14.23
30385,59.54
30386,90.87
30387,68.9
30388,110.5
30389,24.57
30390,23.27
30391,25.87
30392,103.87
30393,2.86
30394,45.37
30395,102.7
30396,72.8
30397,20.67
30398,20.02
30399,27.17
30400,51.87
30401,25.87
30402,58.37
30403,17.81
30404,10.27
30405,55.77
30406,20.28
30407,11.44
30408,18.19
30409,58.37
30410,149.37
30411,43.55
30412,155.87
30413,22.75
30414,25.87
30415,15.47
30416,23.27
30417,62.27
30418,36.39
30419,96.07
30420,41.59
30422,17.55
30423,12.87
30424,35.1
30425,31.14
30426,74.1
30427,20.67
30428,33.15
30429,31.07
30430,103.87
30431,73.97
30432,28.47
30433,47.97
30434,42.51
30435,53.3
30436,19.37
30437,115.7
30438,14.16
30439,22.75
30440,139.1
30441,23.34
30442,34.97
30443,27.17
30444,54.47
30445,48.09
30446,11.18
30447,48.1
30448,31.07
30449,86.97
30450,24.31
30451,35.75
30452,139.75
30453,30.81
30454,25.87
30455,70.07
30456,23.27
30457,73.97
30458,51.74
30459,85.54
30460,49.27
30461,36.4
30462,26.65
30463,23.27
30464,21.97
30465,70.07
30466,14.17
30468,47.97
30469,55.12
30470,128.7
30471,67.6
30472,16.9
30473,40.95
30474,59.67
30475,97.37
30476,88.14
30477,71.37
30478,84.37
30479,128.7
30480,75.27
30481,23.4
30482,156.0
30483,39.0
30484,20.8
30485,59.41
30486,23.27
30487,18.85
30488,36.27
30489,10.27
30490,64.87
30491,21.97
30492,18.59
30493,79.79
30494,20.67
30495,16.77
30496,39.0
30497,21.84
30498,83.15
30499,8.71
30500,118.3
30501,18.85
30502,27.95
30503,34.45
30504,113.75
30505,103.87
30506,29.25
30507,29.9
30508,49.4
30509,25.87
30510,48.09
30511,32.24
30512,22.75
30513,33.67
30514,64.87
30515,16.12
30516,29.77
30517,39.0
30518,98.67
30519,96.2
30520,65.65
30521,29.77
30523,90.87
30524,71.37
30525,35.1
30526,67.47
30527,7.8
30528,29.77
30529,37.57
30530,11.44
30531,90.87
30532,37.57
30533,28.47
30534,131.3
30535,20.15
30536,40.17
30537,63.57
30538,4.81
30539,26.0
30540,32.44
30541,8.71
30542,81.77
30543,25.35
30544,86.97
30545,94.77
30546,9.62
30547,150.67
30548,55.25
30549,5.07
30550,40.17
30551,23.27
30552,94.9
30553,84.5
30554,5.07
30555,34.97
30556,42.38
30557,26.78
30558,110.49
30559,44.2
30560,25.87
30561,34.96
30562,27.95
30563,38.87
30564,59.67
30565,77.35
30566,40.3
30567,87.1
30568,89.57
30569,68.77
30570,12.99
30571,63.57
30572,51.87
30573,64.87
30574,60.32
30575,123.5
30576,85.8
30577,23.27
30578,42.64
30579,15.59
30580,20.15
30581,38.87
30582,29.25
30583,41.47
30584,33.15
30585,61.1
30586,37.57
30587,34.71
30588,23.14
30589,102.57
30590,42.9
30591,28.47
30592,141.7
30593,49.4
30594,49.27
30595,44.77
30596,34.97
30597,96.2
30598,41.34
30599,62.4
30600,21.97
30601,39.0
30602,25.99
30603,65.0
30604,43.42
30605,57.07
30606,9.62
30607,17.94
30609,54.47
30610,90.87
30611,22.1
30612,8.71
30613,14.95
30614,85.67
30615,27.17
30616,13.26
30617,50.44
30618,11.05
30619,41.6
30620,25.87
30621,29.9
30622,14.23
30623,28.47
30624,30.16
30625,72.8
30626,67.08
30627,116.87
30628,37.7
30629,42.77
30630,97.5
30631,11.57
30632,24.57
30633,19.37
30634,81.9
30635,103.87
30636,56.55
30637,107.9
30638,94.77
30639,5.2
30640,46.67
30641,11.7
30642,32.5
30643,53.95
30644,25.87
30645,14.95
30646,20.67
30647,23.27
30648,21.06
30649,84.37
30650,73.97
30651,36.14
30652,21.45
30653,17.55
30654,14.3
30655,27.3
30656,22.75
30657,142.87
30658,71.5
30659,17.81
30660,63.05
30661,84.37
30662,12.35
30663,49.27
30664,38.35
30665,7.15
30666,52.0
30667,43.94
30668,77.61
30669,47.71
30670,67.6
30671,31.59
30672,16.77
30673,44.2
30674,109.2
30675,123.5
30676,77.87
30677,115.55
30678,88.4
30679,83.07
30680,132.47
30681,14.17
30682,79.3
30683,73.97
30684,6.5
30685,51.87
30686,129.87
30687,55.89
30688,29.77
30689,99.97
30690,29.77
30691,3.77
30692,8.97
30693,107.9
30694,4.16
30695,11.57
30696,24.57
30697,14.17
30698,26.65
30699,18.07
30700,74.1
30701,30.55
30702,97.37
30703,42.77
30704,8.58
30705,27.04
30706,4.22
30707,64.87
30708,46.67
30709,15.34
30710,152.1
30711,81.77
30712,63.44
30713,63.57
30714,72.54
30715,47.97
30716,13.52
30717,10.27
30718,9.62
30719,58.37
30720,45.37
30721,154.7
30722,25.87
30724,100.74
30725,120.25
30726,33.54
30727,49.27
30728,26.0
30729,58.24
30730,94.51
30731,10.21
30732,59.41
30733,38.87
30734,96.07
30735,16.77
30736,14.3
30737,32.37
30738,80.6
30739,19.5
30740,23.27
30741,42.25
30742,97.24
30743,19.37
30744,60.32
30745,111.8
30746,97.24
30748,11.7
30749,10.66
30750,84.37
30751,39.65
30752,45.37
30753,40.95
30754,13.65
30756,47.45
30757,46.67
30758,43.55
30759,38.87
30760,84.5
30761,128.7
30762,31.07
30763,23.14
30764,23.4
30765,104.0
30766,24.57
30767,14.04
30768,41.08
30769,22.1
30770,27.69
30771,23.4
30772,90.87
30773,32.49
30774,33.67
30775,40.17
30776,53.17
30777,50.55
30778,37.57
30779,129.35
30780,97.37
30781,84.37
30782,93.6
30783,116.74
30784,35.09
30785,38.87
30786,28.6
30787,117.0
30788,12.79
30789,51.87
30790,123.5
30791,32.49
30792,44.07
30793,31.07
30794,42.9
30795,92.3
30796,76.57
30797,21.97
30798,31.07
30799,155.74
30800,10.27
30801,34.97
30802,99.97
30803,103.87
30804,16.77
30805,62.27
30806,101.27
30807,5.85
30808,64.87
30809,42.64
30810,24.57
30811,124.67
30812,64.87
30813,29.77
30814,153.27
30815,34.97
30816,70.2
30817,11.57
30818,6.89
30819,153.39
30820,101.27
30821,50.05
30822,50.44
30823,34.45
30824,64.35
30825,40.82
30826,50.05
30827,32.37
30828,13.26
30829,3.58
30830,63.57
30831,48.75
30832,52.0
30833,129.87
30834,44.07
30835,76.7
30836,61.1
30837,94.77
30838,123.37
30839,52.0
30840,21.97
30841,19.37
30842,59.67
30843,20.28
30844,75.27
30845,80.47
30846,12.87
30847,16.25
30848,60.97
30849,20.8
30850,69.55
30851,16.9
30852,30.54
30853,68.64
30854,84.37
30855,24.57
30856,79.17
30857,103.87
30858,154.7
30859,109.07
30860,25.87
30861,29.77
30862,46.67
30863,19.37
30864,13.0
30865,25.99
30866,21.84
30867,114.4
30868,145.6
30869,77.87
30870,63.57
30871,25.22
30872,16.77
30874,25.35
30875,48.1
30876,24.57
30877,101.27
30878,17.29
30879,20.15
30880,77.87
30881,48.75
30882,73.97
30883,12.87
30884,71.37
30885,42.77
30886,24.57
30887,129.87
30888,44.85
30889,21.32
30890,20.54
30891,47.97
30892,31.85
30893,81.64
30894,24.57
30895,22.1
30896,15.34
30897,59.15
30898,55.77
30899,39.65
30900,34.45
30901,58.37
30902,16.77
30903,42.9
30904,34.45
30905,12.48
30906,7.67
30907,23.14
30908,141.57
30909,32.37
30910,110.5
30911,21.32
30912,19.37
30913,28.47
30914,129.87
30915,19.37
30916,85.15
30917,55.77
30918,38.87
30919,42.77
30920,27.3
30921,2.99
30922,20.67
30923,129.61
30924,44.2
30925,77.87
30926,24.31
30927,35.75
30928,23.92
30929,20.8
30930,45.37
30931,10.39
30932,56.55
30933,38.87
30934,79.95
30935,43.68
30936,9.1
30937,88.14
30938,45.37
30939,97.37
30940,10.27
30941,29.51
30942,23.27
30943,54.08
30944,14.04
30945,51.74
30946,110.63
30947,77.99
30948,100.74
30949,33.54
30950,74.75
30951,19.37
30952,58.37
30953,76.7
30954,21.06
30955,62.01
30956,15.47
30957,75.14
30959,7.67
30961,23.14
30962,12.87
30963,92.17
30964,9.62
30965,33.67
30966,89.7
30967,97.37
30968,79.3
30969,33.8
30970,40.82
30971,70.19
30972,15.47
30973,33.67
30974,43.81
30975,31.07
30976,41.47
30977,9.49
30978,45.5
30979,29.89
30980,150.8
30981,79.3
30982,50.7
30983,51.35
30984,50.44
30985,28.47
30986,7.8
30987,24.7
30988,32.37
30989,44.07
30990,12.99
30991,24.57
30992,59.67
30993,44.07
30995,31.07
30996,76.57
30998,70.85
30999,42.77
31000,38.87
31001,86.97
31002,65.0
31003,19.5
31004,31.07
31005,76.7
31006,58.37
31007,24.57
31008,85.67
31009,110.5
31010,7.15
31011,29.25
31012,128.44
31013,17.55
31014,42.77
31015,67.6
31016,87.36
31017,68.38
31018,31.07
31019,53.04
31020,37.57
31021,17.55
31022,67.47
31023,129.87
31024,7.15
31025,9.1
31026,55.77
31027,71.37
31028,24.57
31029,60.97
31030,27.17
31031,67.6
31032,44.07
31033,59.8
31034,58.37
31035,45.5
31036,22.75
31037,11.05
31038,52.0
31039,117.0
31040,90.61
31041,85.67
31042,97.37
31043,21.97
31044,42.77
31045,44.07
31046,81.77
31047,53.29
31048,24.05
31049,84.37
31050,41.08
31051,61.62
31052,10.27
31053,5.46
31054,31.07
31055,94.77
31056,11.63
31057,42.12
31058,110.37
31059,33.02
31060,84.5
31061,146.77
31062,12.61
31064,45.37
31065,63.57
31066,80.6
31067,54.21
31068,36.27
31069,36.27
31070,66.17
31071,20.8
31072,114.27
31073,27.17
31075,28.47
31076,11.44
31077,110.37
31078,35.88
31079,46.41
31080,49.27
31082,31.2
31083,58.37
31084,39.26
31085,94.77
31086,60.97
31087,107.77
31088,93.47
31089,31.2
31090,20.67
31091,50.57
31092,103.87
31093,46.15
31094,62.27
31095,23.01
31096,11.31
31097,60.97
31098,79.17
31099,114.27
31100,55.51
31101,46.67
31102,70.59
31103,62.14
31104,38.87
31105,21.32
31106,88.27
31107,138.97
31108,42.77
31109,31.85
31110,28.47
31112,59.67
31113,15.47
31114,64.76
31115,17.94
31116,10.07
31117,31.2
31118,33.67
31119,11.05
31121,17.55
31122,34.97
31123,49.4
31124,51.87
31125,50.57
31126,103.67
31127,28.6
31128,11.7
31129,41.34
31130,51.87
31131,28.07
31132,32.37
31133,50.18
31134,15.21
31135,5.85
31136,65.0
31137,16.51
31138,41.27
31139,23.92
31140,11.57
31141,22.1
31142,72.67
31143,43.33
31144,51.94
31145,93.47
31146,110.37
31147,27.95
31148,83.07
31149,117.0
31150,96.07
31151,124.67
31152,36.27
31153,42.77
31154,51.74
31155,53.3
31156,70.07
31158,68.64
31159,66.82
31160,24.57
31161,17.55
31162,29.77
31163,26.39
31165,44.07
31166,67.47
31167,145.6
31168,35.75
31169,55.77
31170,123.37
31171,23.27
